LAMMPS data file via write_data, version 15 May 2015, timestep = 600000

5720 atoms
1 atom types

-9.5783628122777049e+00 7.5792984499240736e+00 xlo xhi
-7.5922823881239889e+00 1.3596976673962383e+01 ylo yhi
-1.5611317502538769e+01 3.6549354389464725e+02 zlo zhi

Masses

1 12.0107

Atoms # atomic

28 1 -3.0376759486997051e+00 -6.8070968536951613e+00 -1.4288717830547084e+01 0 0 0
68 1 -3.0227280489240704e+00 -6.7679440717591586e+00 -1.1588224138693835e+01 0 0 0
27 1 -4.3762789256808539e+00 -6.0342514472163282e+00 -1.4262108103310320e+01 0 0 0
26 1 -4.9967919454815908e+00 -5.4954435832220421e+00 -1.5543759043337266e+01 0 0 0
66 1 -4.9757612354141143e+00 -5.5353201339587406e+00 -1.2863404462288969e+01 0 0 0
67 1 -4.3498466249663545e+00 -6.0017286095598248e+00 -1.1537170743262170e+01 0 0 0
25 1 -5.9876477837354605e+00 -4.3949887949181239e+00 -1.5488279596954120e+01 0 0 0
65 1 -6.0251088313285059e+00 -4.3699060887574497e+00 -1.2829791005304884e+01 0 0 0
24 1 -6.4586438543290861e+00 -3.7215559897473875e+00 -1.4155760954011386e+01 0 0 0
64 1 -6.4235392592172245e+00 -3.6986678902139563e+00 -1.1457124534444485e+01 0 0 0
23 1 -7.0873265414389097e+00 -2.3095008178439436e+00 -1.4148299825535165e+01 0 0 0
63 1 -7.0468296975507352e+00 -2.2987273848569600e+00 -1.1453776851817876e+01 0 0 0
62 1 -7.2790515415198644e+00 -1.5534897983364866e+00 -1.2752215090158467e+01 0 0 0
22 1 -7.2726314697628629e+00 -1.5088667999474032e+00 -1.5373391008249307e+01 0 0 0
69 1 -2.3058479030187500e+00 -7.0767975484485799e+00 -1.2922358032552367e+01 0 0 0
29 1 -2.2607960370456346e+00 -7.0750694493826671e+00 -1.5573207614079262e+01 0 0 0
30 1 -8.1234764593580455e-01 -7.3829466884535542e+00 -1.5544530924066681e+01 0 0 0
70 1 -7.7189708466671747e-01 -7.4028498412130928e+00 -1.2931825415324370e+01 0 0 0
31 1 6.3600033546858704e-03 -7.4541276793725757e+00 -1.4277056534333063e+01 0 0 0
71 1 8.6281258997776139e-03 -7.4122804848079156e+00 -1.1602009362277172e+01 0 0 0
32 1 1.5435775485966037e+00 -7.2925560249245533e+00 -1.4291171969547944e+01 0 0 0
72 1 1.5326601687817731e+00 -7.2520951130236879e+00 -1.1636417785920690e+01 0 0 0
73 1 2.2941669316728075e+00 -7.0805909945858714e+00 -1.2926556605793486e+01 0 0 0
33 1 2.3295972662152855e+00 -7.0527157500082271e+00 -1.5555317860191535e+01 0 0 0
34 1 3.6823845932871495e+00 -6.4504185831283758e+00 -1.5562040655146918e+01 0 0 0
74 1 3.7268107786710210e+00 -6.4427382085701286e+00 -1.2937382462801578e+01 0 0 0
35 1 4.3865718416955639e+00 -6.0267774153332283e+00 -1.4263121587592057e+01 0 0 0
75 1 4.3638129770580960e+00 -5.9915894394597125e+00 -1.1601899825558529e+01 0 0 0
76 1 5.5026214824370960e+00 -4.9661956524264204e+00 -1.1534481098668284e+01 0 0 0
36 1 5.5352361365270504e+00 -4.9925093203274189e+00 -1.4241282916478646e+01 0 0 0
77 1 6.0178828522967551e+00 -4.3798421617852528e+00 -1.2848484862040189e+01 0 0 0
37 1 6.0301691052887909e+00 -4.3364654166334677e+00 -1.5497719379552544e+01 0 0 0
38 1 6.7705749110887128e+00 -3.0540456061195744e+00 -1.5462572404302788e+01 0 0 0
78 1 6.8019976378802003e+00 -3.0217198940430818e+00 -1.2816690480730918e+01 0 0 0
39 1 7.0912602099333322e+00 -2.2974009686782231e+00 -1.4138776996445912e+01 0 0 0
79 1 7.0521668925727905e+00 -2.2823137704456986e+00 -1.1445388704236333e+01 0 0 0
80 1 7.3707760159281657e+00 -7.8337810623083459e-01 -1.1407742388740294e+01 0 0 0
40 1 7.4126265103384821e+00 -7.8549530839912685e-01 -1.4107885432971942e+01 0 0 0
21 1 -7.4274195050222511e+00 -3.6168642561632193e-02 -1.5373097770460381e+01 0 0 0
61 1 -7.4429778101399346e+00 6.1430727422536495e-03 -1.2743395057486383e+01 0 0 0
20 1 -7.4126265081925586e+00 7.8549532292974389e-01 -1.4044364614488543e+01 0 0 0
60 1 -7.3707760134860454e+00 7.8337812041122168e-01 -1.1325335128017688e+01 0 0 0
59 1 -7.0521668883565223e+00 2.2823137851417439e+00 -1.1298292868433650e+01 0 0 0
19 1 -7.0912602049074653e+00 2.2974009830478086e+00 -1.3995684748995615e+01 0 0 0
58 1 -6.8019976326117666e+00 3.0217199065137055e+00 -1.2598501715533134e+01 0 0 0
18 1 -6.7705749034169074e+00 3.0540456220165471e+00 -1.5251029234900130e+01 0 0 0
17 1 -6.0301690956709821e+00 4.3364654307184276e+00 -1.5202539600728624e+01 0 0 0
57 1 -6.0178828448426342e+00 4.3798421736046604e+00 -1.2555890617931880e+01 0 0 0
56 1 -5.5026214755222824e+00 4.9661956633455091e+00 -1.1161560520455971e+01 0 0 0
16 1 -5.5352361280967601e+00 4.9925093297517709e+00 -1.3845228160115129e+01 0 0 0
55 1 -4.3638129692664052e+00 5.9915894492299966e+00 -1.1100861506127664e+01 0 0 0
15 1 -4.3865718321797473e+00 6.0267774226924864e+00 -1.3856049174411572e+01 0 0 0
41 1 7.4429778109281699e+00 -6.1430586747406859e-03 -1.2732830981719024e+01 0 0 0
1 1 7.4274195047646963e+00 3.6168660254336717e-02 -1.5352551510412164e+01 0 0 0
45 1 6.0251088280668483e+00 4.3699060970806096e+00 -1.2560007165032752e+01 0 0 0
5 1 5.9876477770304453e+00 4.3949888043128373e+00 -1.5195604622606744e+01 0 0 0
2 1 7.2726314669565317e+00 1.5088668166913517e+00 -1.5316777804076736e+01 0 0 0
42 1 7.2790515403501486e+00 1.5534898108699704e+00 -1.2666520784377262e+01 0 0 0
43 1 7.0468296961467498e+00 2.2987273971613735e+00 -1.1311049494676929e+01 0 0 0
3 1 7.0873265384179227e+00 2.3095008300640201e+00 -1.3988682999667024e+01 0 0 0
44 1 6.4235392573736920e+00 3.6986679008884318e+00 -1.1266369036866097e+01 0 0 0
4 1 6.4586438497161041e+00 3.7215559998898309e+00 -1.3960645617932498e+01 0 0 0
47 1 4.3498466238029714e+00 6.0017286160365613e+00 -1.1105377047986174e+01 0 0 0
7 1 4.3762789222547527e+00 6.0342514511478660e+00 -1.3864980602082303e+01 0 0 0
6 1 4.9967919386747148e+00 5.4954435902477803e+00 -1.5162280324823563e+01 0 0 0
46 1 4.9757612321092433e+00 5.5353201405363457e+00 -1.2513504463087479e+01 0 0 0
54 1 -3.7268107717050456e+00 6.4427382147397605e+00 -1.2455531724761345e+01 0 0 0
